timestamp,stock,price,signal
2026-05-29 15:42:23.365754,TCS,2258.9,SELL
2026-05-29 15:44:24.474275,TCS.NS,2258.9,SELL
2026-05-29 15:44:25.022242,INFY.NS,1160.9,BUY
2026-05-29 15:44:25.375695,RELIANCE.NS,1321.2,SELL
2026-05-29 15:46:52.517354,TCS.NS,2258.9,2282.76,2312.31,SELL
2026-05-29 15:46:52.645838,INFY.NS,1160.9,1166.3,1161.88,BUY
2026-05-29 15:46:52.827739,RELIANCE.NS,1321.2,1349.9,1379.67,SELL
